t_sec,mx_T,my_T,mz_T,qw,qx,qy,qz,heading_deg_level
1764190666.482960,1.077500000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190666.503476,1.077500000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190666.522972,1.070625000e-04,2.521875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.003
1764190666.546886,1.070625000e-04,2.521875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.003
1764190666.562881,1.070625000e-04,2.521875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.003
1764190666.585041,1.073750000e-04,2.528750000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190666.602810,1.073750000e-04,2.528750000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190666.623213,1.073750000e-04,2.525625000e-04,2.568750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.032
1764190666.644647,1.073750000e-04,2.525625000e-04,2.568750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.032
1764190666.664039,1.073750000e-04,2.525625000e-04,2.568750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.032
1764190666.683104,1.073750000e-04,2.528750000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190666.703570,1.073750000e-04,2.528750000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190666.723235,1.080625000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190666.746287,1.080625000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190666.763784,1.080625000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190666.783495,1.085000000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190666.803980,1.085000000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190666.823470,1.073750000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190666.845242,1.073750000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190666.863984,1.073750000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190666.883158,1.077500000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190666.904140,1.077500000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190666.923118,1.085000000e-04,2.525625000e-04,2.550625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190666.944610,1.085000000e-04,2.525625000e-04,2.550625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190666.963766,1.085000000e-04,2.525625000e-04,2.550625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190666.983796,1.080625000e-04,2.536875000e-04,2.572500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190667.003768,1.080625000e-04,2.536875000e-04,2.572500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190667.023655,1.073750000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190667.047101,1.073750000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190667.064307,1.073750000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190667.083705,1.073750000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190667.103371,1.073750000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190667.123296,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190667.145733,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190667.164425,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190667.184250,1.077500000e-04,2.528750000e-04,2.568750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190667.204270,1.077500000e-04,2.528750000e-04,2.568750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190667.224239,1.080625000e-04,2.525625000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190667.251299,1.080625000e-04,2.525625000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190667.263880,1.080625000e-04,2.525625000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190667.283781,1.073750000e-04,2.525625000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.032
1764190667.303843,1.073750000e-04,2.525625000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.032
1764190667.323390,1.077500000e-04,2.532500000e-04,2.550625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190667.345889,1.077500000e-04,2.532500000e-04,2.550625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190667.364441,1.077500000e-04,2.532500000e-04,2.550625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190667.385033,1.077500000e-04,2.525625000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190667.404208,1.077500000e-04,2.525625000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190667.423976,1.080625000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190667.445582,1.080625000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190667.464576,1.080625000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190667.484417,1.077500000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190667.504393,1.077500000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190667.523505,1.080625000e-04,2.525625000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190667.545236,1.080625000e-04,2.525625000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190667.564273,1.080625000e-04,2.525625000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190667.584914,1.070625000e-04,2.540625000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.851
1764190667.604363,1.070625000e-04,2.540625000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.851
1764190667.623451,1.088750000e-04,2.528750000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.294
1764190667.645664,1.088750000e-04,2.528750000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.294
1764190667.665364,1.088750000e-04,2.528750000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.294
1764190667.684541,1.085000000e-04,2.532500000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190667.704815,1.085000000e-04,2.532500000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190667.724084,1.088750000e-04,2.528750000e-04,2.572500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.294
1764190667.745660,1.088750000e-04,2.528750000e-04,2.572500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.294
1764190667.765151,1.088750000e-04,2.528750000e-04,2.572500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.294
1764190667.784384,1.073750000e-04,2.536875000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.941
1764190667.804818,1.073750000e-04,2.536875000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.941
1764190667.823405,1.080625000e-04,2.522500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.190
1764190667.846255,1.080625000e-04,2.522500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.190
1764190667.865004,1.080625000e-04,2.522500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.190
1764190667.884838,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190667.904918,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190667.923171,1.085000000e-04,2.525625000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190667.945698,1.085000000e-04,2.525625000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190667.965323,1.085000000e-04,2.525625000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190667.985106,1.070625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190668.004573,1.070625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190668.024211,1.077500000e-04,2.536875000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.046099,1.077500000e-04,2.536875000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.065235,1.077500000e-04,2.536875000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.084671,1.080625000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190668.104583,1.080625000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190668.122879,1.080625000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190668.145993,1.077500000e-04,2.532500000e-04,2.573750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190668.165043,1.077500000e-04,2.532500000e-04,2.573750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190668.184725,1.070625000e-04,2.528750000e-04,2.573750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.947
1764190668.204943,1.070625000e-04,2.528750000e-04,2.573750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.947
1764190668.223459,1.070625000e-04,2.528750000e-04,2.573750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.947
1764190668.246437,1.085000000e-04,2.525625000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190668.264846,1.085000000e-04,2.525625000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190668.285470,1.085000000e-04,2.528750000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.305272,1.085000000e-04,2.528750000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.323117,1.085000000e-04,2.528750000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.346730,1.077500000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190668.365815,1.077500000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190668.384996,1.080625000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.405166,1.080625000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.423498,1.080625000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.446398,1.085000000e-04,2.536875000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.156
1764190668.465634,1.085000000e-04,2.536875000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.156
1764190668.484676,1.085000000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.505384,1.085000000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.523813,1.085000000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.546699,1.085000000e-04,2.525625000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190668.565625,1.085000000e-04,2.525625000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190668.584564,1.077500000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.604776,1.077500000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.623589,1.077500000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.647148,1.077500000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.665042,1.077500000e-04,2.536875000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.013
1764190668.685385,1.080625000e-04,2.532500000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.705596,1.080625000e-04,2.532500000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.724374,1.080625000e-04,2.532500000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.746796,1.073750000e-04,2.528750000e-04,2.545625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190668.765181,1.073750000e-04,2.528750000e-04,2.545625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190668.785129,1.077500000e-04,2.528750000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190668.806182,1.077500000e-04,2.528750000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190668.823098,1.077500000e-04,2.528750000e-04,2.570625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190668.847053,1.077500000e-04,2.525625000e-04,2.570000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190668.865338,1.077500000e-04,2.525625000e-04,2.570000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190668.885223,1.085000000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.905777,1.085000000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.921977,1.085000000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190668.946957,1.080625000e-04,2.532500000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.965161,1.080625000e-04,2.532500000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190668.985268,1.085000000e-04,2.521875000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.279
1764190669.005113,1.085000000e-04,2.521875000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.279
1764190669.023682,1.085000000e-04,2.521875000e-04,2.553750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.279
1764190669.047560,1.073750000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190669.064717,1.073750000e-04,2.532500000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190669.085184,1.077500000e-04,2.525625000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190669.105266,1.077500000e-04,2.525625000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190669.122436,1.077500000e-04,2.525625000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190669.147787,1.085000000e-04,2.528750000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190669.165092,1.085000000e-04,2.528750000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190669.184628,1.088750000e-04,2.536875000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.228
1764190669.205003,1.088750000e-04,2.536875000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.228
1764190669.223546,1.088750000e-04,2.536875000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.228
1764190669.247469,1.085000000e-04,2.532500000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190669.266095,1.085000000e-04,2.532500000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190669.284974,1.080625000e-04,2.528750000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190669.305535,1.080625000e-04,2.528750000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190669.321954,1.080625000e-04,2.528750000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190669.347824,1.088750000e-04,2.525625000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.320
1764190669.365343,1.088750000e-04,2.525625000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.320
1764190669.384667,1.077500000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190669.404637,1.077500000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190669.422367,1.077500000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190669.447649,1.092500000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.366
1764190669.465579,1.092500000e-04,2.528750000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.366
1764190669.484540,1.070625000e-04,2.536875000e-04,2.555000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.881
1764190669.504618,1.070625000e-04,2.536875000e-04,2.555000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.881
1764190669.522375,1.070625000e-04,2.536875000e-04,2.555000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.881
1764190669.548621,1.085000000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190669.565217,1.085000000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190669.584341,1.073750000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190669.604014,1.073750000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190669.622418,1.073750000e-04,2.532500000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190669.649035,1.080625000e-04,2.532500000e-04,2.581875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190669.663322,1.080625000e-04,2.532500000e-04,2.581875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190669.684173,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190669.704280,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190669.722893,1.080625000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190669.748770,1.070625000e-04,2.532500000e-04,2.570000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190669.763078,1.070625000e-04,2.532500000e-04,2.570000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190669.784152,1.080625000e-04,2.536875000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190669.804624,1.080625000e-04,2.536875000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190669.822505,1.080625000e-04,2.536875000e-04,2.562500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.072
1764190669.847713,1.085000000e-04,2.532500000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190669.865133,1.085000000e-04,2.532500000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190669.883144,1.085000000e-04,2.528750000e-04,2.570000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190669.902929,1.085000000e-04,2.528750000e-04,2.570000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190669.922063,1.085000000e-04,2.528750000e-04,2.570000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190669.948559,1.080625000e-04,2.525625000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190669.964734,1.080625000e-04,2.525625000e-04,2.557500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.164
1764190669.984034,1.088750000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.263
1764190670.003684,1.088750000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.263
1764190670.022655,1.088750000e-04,2.532500000e-04,2.565625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.263
1764190670.048308,1.077500000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190670.064608,1.077500000e-04,2.528750000e-04,2.561875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190670.083511,1.073750000e-04,2.525625000e-04,2.558750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.032
